mjy62c45vbz95b0aze7,mjqsb26oyhisllj1h5o,Gold Coast Community Lifestyles,Disability Support Worker,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03T10:35:11.190Z,"""[\""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.\"",\""I have over two years’ experience working as a Disability Support Worker, supporting participants in their homes and out in the community. My experience includes personal care, daily living support, meal preparation, mobility assistance, and creating safe, comfortable home environments that promote independence, choice, and dignity. I am confident working both independently and as part of a supportive team, always maintaining professional boundaries and high standards of care.\"",\""Community access is a part of the role that I particularly enjoy. Supporting participants to get out, socialise, and engage in activities they value is central to my approach. Living on the Gold Coast, beach and swimming activities are one of my favourite supports to provide, where appropriate and aligned with participant goals. I enjoy helping participants safely enjoy the beach, water activities, cafes, and outdoor environments that contribute to wellbeing, confidence, and social inclusion.\"",\""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.\"",\""[Company Name] focus on inclusion, cultural safety, and respectful practice strongly aligns with my own professional values. I take a calm, empathetic, and professional approach to my work, and I understand the importance of recruiting staff who not only meet compliance standards but also embody the values required to support people with psychosocial disabilities effectively.\"",\""I would welcome the opportunity to discuss how my skills and experience could support [Company Name] ongoing growth. Thank you for considering my application.\""]""",0,2026-01-03T10:35:11.304Z,2026-01-03T10:35:11.304Z
mjy6juibhh11l624iie,mjqsb26oyhisllj1h5o,St Vincent de Paul Society NSW,Community Services Worker,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03T10:48:48.179Z,"""[\""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.\"",\""I bring hands-on experience supporting individuals in community-based settings, including people living with disability, mental health challenges, and complex life circumstances. In my current and recent roles, I have worked directly with clients as a consistent point of contact, providing calm, empathetic support, assisting with daily needs, and helping people feel safe, heard, and respected. I am comfortable working in environments where compassion, patience, and professionalism are essential.\"",\""A key part of my experience has been working alongside case workers and other professionals to help implement individual support plans. I understand the importance of collaboration, clear communication, and following agreed processes to ensure clients receive coordinated, holistic support. I am confident assisting with intake and assessment processes, daily site operations, and engaging clients in activities and services that support stability and positive outcomes.\"",\""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.\"",\""Thank you for considering my application. I would welcome the opportunity to discuss how my experience aligns with the important work [Company Name] does in supporting participants to reach new heights.\""]""",0,2026-01-03T10:48:48.193Z,2026-01-03T10:48:48.193Z
mk3qjjfoe77ci1qr3t9,mjqsb26oyhisllj1h5o,Bolton Clarke,Personal Care Worker,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-07T08:07:17.028Z,"""[\""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.\"",\""My approach is practical, respectful, and collaborative. I understand how disability can impact social relationships, independent living, health, and vocational opportunities, and I work closely with my clients to tailor support that aligns with their goals and aspirations. I communicate clearly, document accurately, and pride myself on building trust through consistency, integrity, and compassion.\"",\""A key strength I offer is relationship building. I am confident engaging with a wide range of stakeholders, including participants, employers, service providers, and internal teams. I communicate clearly and professionally, adapt my approach to different audiences, and am skilled in de-escalation, negotiation, and problem solving. I understand the importance of creating strong employer relationships that lead to inclusive, sustainable employment opportunities aligned to participants’ skills and aspirations.\"",\""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.\"",\""I would welcome the opportunity to bring my combined NDIS frontline experience, compliance knowledge, and organisational strengths to the [Role Title] role at [Company Name]. I am confident I would add value by helping build a capable, compliant, and compassionate workforce.\""]""",0,2026-01-07T08:07:17.098Z,2026-01-07T08:07:17.098Z
mk3qsoxh0m4d6o8rzahm,mjqsb26oyhisllj1h5o,Bolton Clarke,Personal Care Worker,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-07T08:14:24.053Z,"""[\""I am writing to express my strong interest in the [Role Title] position with [Company Name]. With recent, hands-on experience working within the NDIS over the past two years, combined with a strong background in compliance-driven roles, onboarding, and stakeholder coordination, I bring a practical and values-aligned perspective to recruitment within the disability and youth services sector.\"",\""My approach is practical, respectful, and collaborative. I understand how disability can impact social relationships, independent living, health, and vocational opportunities, and I work closely with my clients to tailor support that aligns with their goals and aspirations. I communicate clearly, document accurately, and pride myself on building trust through consistency, integrity, and compassion.\"",\""A key strength I offer is relationship building. I am confident engaging with a wide range of stakeholders, including participants, employers, service providers, and internal teams. I communicate clearly and professionally, adapt my approach to different audiences, and am skilled in de-escalation, negotiation, and problem solving. I understand the importance of creating strong employer relationships that lead to inclusive, sustainable employment opportunities aligned to participants’ skills and aspirations.\"",\""I hold all required checks and certifications, including a current NDIS Worker Screening Check, National Police Check, First Aid and CPR, and a valid Australian driver’s licence with reliable transport. I have full working rights in Australia and am available for casual shifts as required.\"",\""I would welcome the opportunity to contribute my skills, experience, and genuine commitment to making a positive difference in the lives of the people you support.\\n\\nThank you for your time and consideration. I look forward to the opportunity to discuss my application further.\""]""",0,2026-01-07T08:14:24.310Z,2026-01-07T08:14:24.310Z
mklyknvlif8pzv759n,mjqsb26oyhisllj1h5o,We Care Staffing Solutions,Disability Support Worker,Draft,"{""contactPerson"":""Recruitment Team"",""businessAddress"":"""",""refNumber"":""""}",2026-01-20T02:11:57.537Z,"""[\""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.\"",\""I bring extensive hands-on experience supporting participants with personal care, community access, household support, and the implementation of Behaviour Support, Mealtime, and Health Management Plans. I am confident working within both SIL and community settings and have strong skills in managing challenging behaviours with calmness, empathy, and professionalism while always prioritising dignity, safety, and participant choice.\"",\""I am currently completing my Certificate III in Individual Support, and hold a First Aid & CPR certificate, NDIS Worker Screening Check, Police Check, and a current Driver’s Licence with a reliable, insured vehicle. \"",\""I am confident working across AM, PM, and night shifts, and I understand the importance of reliability and teamwork within a 24-hour care environment.\"",\""[Company Name] focus on inclusion, cultural safety, and respectful practice strongly aligns with my own professional values. I take a calm, empathetic, and professional approach to my work, and I understand the importance of recruiting staff who not only meet compliance standards but also embody the values required to support people with psychosocial disabilities effectively.\"",\""Thank you for considering my application. I would welcome the opportunity to discuss how my experience aligns with the important work [Company Name] does in supporting participants to reach new heights.\""]""",0,2026-01-20T02:11:57.574Z,2026-01-20T02:11:57.574Z
mklzg01qxj8kz1e8h,mjqsb26oyhisllj1h5o,Oasis Home Care Pty Ltd,Disability Support Worker - Gold Coast,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-20T02:36:19.646Z,"""[\""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.\"",\""I bring extensive hands-on experience supporting participants with high and complex needs, including personal care, community access, household support, and the implementation of Behaviour Support, Mealtime, and Health Management Plans. I am confident working within SIL and community settings and have strong skills in managing challenging behaviours with calmness, empathy, and professionalism while always prioritising dignity, safety, and participant choice. In addition to this I have over 25 years personal experience with a son whom has Down Syndrome.\"",\""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.\"",\""I am confident working across AM, PM, and night shifts, including weekends, and I understand the importance of reliability and teamwork within a 24-hour care environment.\"",\""[Company Name] focus on inclusion, cultural safety, and respectful practice strongly aligns with my own professional values. I take a calm, empathetic, and professional approach to my work, and I understand the importance of recruiting staff who not only meet compliance standards but also embody the values required to support people with psychosocial disabilities effectively.\"",\""I would welcome the opportunity to contribute my skills, experience, and genuine commitment to making a positive difference in the lives of the people you support.\\n\\nThank you for your time and consideration. I look forward to the opportunity to discuss my application further.\""]""",0,2026-01-20T02:36:19.650Z,2026-01-20T02:36:19.650Z
mkm37x0rxowy50esup,mjqsb26oyhisllj1h5o,Co.As.It. Community Services Ltd,Support Workers - In Home,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-20T04:22:00.939Z,"""[\""I am writing to express my strong interest in the [Role Title] position with [Company Name]. With recent, hands-on experience working within the NDIS over the past two years, combined with a strong background in compliance-driven roles, onboarding, and stakeholder coordination, I bring a practical and values-aligned perspective to recruitment within the disability and youth services sector.\"",\""Over the past two years, I have worked as an NDIS Support Worker across multiple organisations, supporting clients in SIL, housing, and community-based environments. This experience has given me a strong working knowledge of NDIS compliance requirements, documentation standards, worker screening obligations, and the importance of recruiting staff who are both technically competent and values-driven within regulated care environments.\"",\""Alongside my professional experience in disability support, I bring over 25 years of lived experience supporting my son, who has Down Syndrome. This long-term, hands-on experience has given me a deep, practical understanding of disability across the lifespan, including advocacy, daily support needs, capacity building, navigating systems, and the importance of dignity, choice, and genuine inclusion. It has strongly shaped my values and the way I support others — with patience, empathy, and respect.\"",\""I am particularly drawn to [Company Name] Care’s focus on structured onboarding, participant-specific training, and ongoing professional development. I value being part of a supportive team that invests in its staff and recognises the importance of doing this work well.\"",\""Thank you for considering my application. I would welcome the opportunity to discuss how my experience aligns with the important work [Company Name] does in supporting participants to reach new heights.\""]""",0,2026-01-20T04:22:01.074Z,2026-01-20T04:22:01.074Z
mkmbsjhb8e9cpxp6wng,mjqsb26oyhisllj1h5o,Golden Family Disability,Disability Support Worker,Applied,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-20T08:22:00.095Z,"[""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes."",""I am confident working across AM, PM, and night shifts, including weekends, and I understand the importance of reliability and teamwork within a 24-hour care environment."",""I hold all required checks and certifications, including a current NDIS Worker Screening Check, National Police Check, First Aid and CPR, and a valid Australian driver’s licence with reliable transport. I have full working rights in Australia and am available for casual shifts as required."",""I bring extensive hands-on experience supporting participants with high and complex needs, including personal care, community access, household support, and the implementation of Behaviour Support, Mealtime, and Health Management Plans. I am confident working within SIL and community settings and have strong skills in managing challenging behaviours with calmness, empathy, and professionalism while always prioritising dignity, safety, and participant choice."",""Alongside my professional experience in disability support, I bring over 25 years of lived experience supporting my son, who has Down Syndrome. This long-term, hands-on experience has given me a deep, practical understanding of disability across the lifespan, including advocacy, daily support needs, capacity building, navigating systems, and the importance of dignity, choice, and genuine inclusion. It has strongly shaped my values and the way I support others — with patience, empathy, and respect."",""[Company Name] focus on inclusion, cultural safety, and respectful practice strongly aligns with my own professional values. I take a calm, empathetic, and professional approach to my work, and I understand the importance of recruiting staff who not only meet compliance standards but also embody the values required to support people with psychosocial disabilities effectively."",""Thank you for considering my application. I would welcome the opportunity to discuss how my experience aligns with the important work [Company Name] does in supporting participants to reach new heights.""]",0,2026-01-20T08:22:00.262Z,2026-01-20T10:58:46.429Z
mkmc3qwq896nsfog26w,mjqsb26oyhisllj1h5o,Your Choice Matters,Support Worker,Interview Complete,"{""contactPerson"":""David"",""businessAddress"":"""",""refNumber"":""""}",2026-01-20T08:30:42.938Z,"[""I am writing to express my strong interest in the [Role Title] position with [Company Name]. \n\nI bring over two years professional experience as well as 25 plus years personal experience with a son with Down Syndrome.""]",0,2026-01-20T08:30:43.313Z,2026-01-20T10:58:42.577Z
mkmcce3e2niwpm9t4dr,mjqsb26oyhisllj1h5o,Your Choice Matters,Support Worker,Offer Made,"{""contactPerson"":""David"",""businessAddress"":"""",""refNumber"":""""}",2026-01-20T08:37:26.234Z,"[""I am writing to express my strong interest in the [Role Title] position with [Company Name]. \n\nI bring over two years professional experience as well as 25 plus years personal experience with a son with Down Syndrome.""]",0,2026-01-20T08:37:26.248Z,2026-01-20T11:04:28.328Z
